corp_code,name,position,compensation,salary_source,salary_type
00166272,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00166272,,감사위원회 위원,"36,000,000",임원전체보수유형,estimate
00166272,,감사,-,임원전체보수유형,estimate
00143794,-,-,-,개인별보수,exact
00143794,,미등기임원,"62,672,000",미등기임원,estimate
00143794,,"등기이사(사외이사, 감사위원회 위원 제외)","101,705,000",임원전체보수유형,estimate
00143794,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00143794,,감사위원회 위원,-,임원전체보수유형,estimate
00143794,,감사,"24,000,000",임원전체보수유형,estimate
00860730,-,-,-,개인별보수,exact
00860730,,미등기임원,"87,500,000",미등기임원,estimate
00860730,,"등기이사(사외이사, 감사위원회 위원 제외)","284,166,000",임원전체보수유형,estimate
00860730,,사외이사(감사위원회 위원 제외),"18,000,000",임원전체보수유형,estimate
00860730,,감사위원회 위원,-,임원전체보수유형,estimate
00860730,,감사,"18,000,000",임원전체보수유형,estimate
00145260,송녹정,"대표이사
사장","632,264,550",개인별보수,exact
00145260,신동윤,"대표이사
회장","1,464,493,560",개인별보수,exact
00145260,,미등기임원,"221,718,271",미등기임원,estimate
00145260,,"등기이사(사외이사, 감사위원회 위원 제외)","1,048,379,055",임원전체보수유형,estimate
00145260,,사외이사(감사위원회 위원 제외),"42,000,000",임원전체보수유형,estimate
00145260,,감사위원회 위원,-,임원전체보수유형,estimate
00145260,,감사,"209,796,780",임원전체보수유형,estimate
00118965,채승훈,사장,"779,000,000",개인별보수,exact
00118965,,미등기임원,"190,000,000",미등기임원,estimate
00118965,,"등기이사(사외이사, 감사위원회 위원 제외)","423,000,000",임원전체보수유형,estimate
00118965,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00118965,,감사위원회 위원,-,임원전체보수유형,estimate
00118965,,감사,"15,000,000",임원전체보수유형,estimate
00687711,최상철,전무,"979,000,000",개인별보수,exact
00687711,,미등기임원,"546,000,000",미등기임원,estimate
00687711,,"등기이사(사외이사, 감사위원회 위원 제외)","550,000,000",임원전체보수유형,estimate
00687711,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00687711,,감사위원회 위원,"35,000,000",임원전체보수유형,estimate
00687711,,감사,-,임원전체보수유형,estimate
01394377,-,-,-,개인별보수,exact
01394377,-,-,-,개인별보수,exact
01394377,-,-,-,개인별보수,exact
01394377,-,-,-,개인별보수,exact
01394377,,미등기임원,-,미등기임원,estimate
01394377,,미등기임원,-,미등기임원,estimate
01394377,,"등기이사(사외이사, 감사위원회 위원 제외)",-,임원전체보수유형,estimate
01394377,,"등기이사(사외이사, 감사위원회 위원 제외)","2,000,000",임원전체보수유형,estimate
01394377,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01394377,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01394377,,감사위원회 위원,-,임원전체보수유형,estimate
01394377,,감사위원회 위원,-,임원전체보수유형,estimate
01394377,,감사,"1,800,000",임원전체보수유형,estimate
01394377,,감사,"1,800,000",임원전체보수유형,estimate
00118008,-,-,-,개인별보수,exact
00118008,,미등기임원,"125,000,000",미등기임원,estimate
00118008,,"등기이사(사외이사, 감사위원회 위원 제외)","192,000,000",임원전체보수유형,estimate
00118008,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00118008,,감사위원회 위원,"19,000,000",임원전체보수유형,estimate
00118008,,감사,-,임원전체보수유형,estimate
00132354,구자신,대표이사,"948,000,000",개인별보수,exact
00132354,,미등기임원,"156,000,000",미등기임원,estimate
00132354,,"등기이사(사외이사, 감사위원회 위원 제외)","474,000,000",임원전체보수유형,estimate
00132354,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00132354,,감사위원회 위원,"10,000,000",임원전체보수유형,estimate
00132354,,감사,-,임원전체보수유형,estimate
00159254,-,-,-,개인별보수,exact
00159254,-,-,-,개인별보수,exact
00159254,,미등기임원,"112,000,000",미등기임원,estimate
00159254,,"등기이사(사외이사, 감사위원회 위원 제외)","415,000,000",임원전체보수유형,estimate
00159254,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00159254,,감사위원회 위원,-,임원전체보수유형,estimate
00159254,,감사,"18,000,000",임원전체보수유형,estimate
00168401,-,-,-,개인별보수,exact
00168401,,미등기임원,"141,964,000",미등기임원,estimate
00168401,,"등기이사(사외이사, 감사위원회 위원 제외)","285,000,000",임원전체보수유형,estimate
00168401,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00168401,,감사위원회 위원,-,임원전체보수유형,estimate
00168401,,감사,"15,000,000",임원전체보수유형,estimate
00648721,-,-,-,개인별보수,exact
00648721,,미등기임원,"150,051,000",미등기임원,estimate
00648721,,"등기이사(사외이사, 감사위원회 위원 제외)","210,508,000",임원전체보수유형,estimate
00648721,,사외이사(감사위원회 위원 제외),"61,000,000",임원전체보수유형,estimate
00648721,,감사위원회 위원,-,임원전체보수유형,estimate
00648721,,감사,"61,000,000",임원전체보수유형,estimate
00136341,염태순,대표이사,"1,917,000,000",개인별보수,exact
00136341,,미등기임원,"169,000,000",미등기임원,estimate
00136341,,"등기이사(사외이사, 감사위원회 위원 제외)","1,132,000,000",임원전체보수유형,estimate
00136341,,사외이사(감사위원회 위원 제외),"36,000,000",임원전체보수유형,estimate
00136341,,감사위원회 위원,-,임원전체보수유형,estimate
00136341,,감사,"60,000,000",임원전체보수유형,estimate
01532603,현지호,부회장,"506,350,000",개인별보수,exact
01532603,현승훈,회장,"984,178,000",개인별보수,exact
01532603,,미등기임원,"162,253,000",미등기임원,estimate
01532603,,"등기이사(사외이사, 감사위원회 위원 제외)","379,358,000",임원전체보수유형,estimate
01532603,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01532603,,감사위원회 위원,"36,000,000",임원전체보수유형,estimate
01532603,,감사,-,임원전체보수유형,estimate
00107224,-,-,-,개인별보수,exact
00107224,,미등기임원,"123,245,000",미등기임원,estimate
00107224,,"등기이사(사외이사, 감사위원회 위원 제외)","295,141,000",임원전체보수유형,estimate
00107224,,사외이사(감사위원회 위원 제외),"48,000,000",임원전체보수유형,estimate
00107224,,감사위원회 위원,-,임원전체보수유형,estimate
00107224,,감사,"72,000,000",임원전체보수유형,estimate
01415892,-,-,-,개인별보수,exact
01415892,-,-,-,개인별보수,exact
01415892,,미등기임원,-,미등기임원,estimate
01415892,,미등기임원,-,미등기임원,estimate
01415892,,"등기이사(사외이사, 감사위원회 위원 제외)","7,000,000",임원전체보수유형,estimate
01415892,,"등기이사(사외이사, 감사위원회 위원 제외)","7,000,000",임원전체보수유형,estimate
01415892,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01415892,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01415892,,감사위원회 위원,-,임원전체보수유형,estimate
01415892,,감사위원회 위원,-,임원전체보수유형,estimate
01415892,,감사,"3,000,000",임원전체보수유형,estimate
01415892,,감사,"3,000,000",임원전체보수유형,estimate
00111458,-,-,-,개인별보수,exact
00111458,-,-,-,개인별보수,exact
00111458,,미등기임원,"225,458,000",미등기임원,estimate
00111458,,"등기이사(사외이사, 감사위원회 위원 제외)","348,597,000",임원전체보수유형,estimate
00111458,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00111458,,감사위원회 위원,"12,011,000",임원전체보수유형,estimate
00111458,,감사,-,임원전체보수유형,estimate
00218575,-,-,-,개인별보수,exact
00218575,,미등기임원,"111,000,000",미등기임원,estimate
00218575,,"등기이사(사외이사, 감사위원회 위원 제외)","185,000,000",임원전체보수유형,estimate
00218575,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00218575,,감사위원회 위원,-,임원전체보수유형,estimate
00218575,,감사,"24,000,000",임원전체보수유형,estimate
00134316,-,-,-,개인별보수,exact
00134316,,미등기임원,"147,536,000",미등기임원,estimate
00134316,,"등기이사(사외이사, 감사위원회 위원 제외)","59,773,000",임원전체보수유형,estimate
00134316,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00134316,,감사위원회 위원,"12,000,000",임원전체보수유형,estimate
00134316,,감사,-,임원전체보수유형,estimate
00103042,-,-,-,개인별보수,exact
00103042,-,-,-,개인별보수,exact
00103042,,미등기임원,"105,000,000",미등기임원,estimate
00103042,,"등기이사(사외이사, 감사위원회 위원 제외)","367,000,000",임원전체보수유형,estimate
00103042,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00103042,,감사위원회 위원,-,임원전체보수유형,estimate
00103042,,감사,"146,000,000",임원전체보수유형,estimate
00120872,김상환,대표이사 사장,"635,000,000",개인별보수,exact
00120872,,미등기임원,"77,938,000",미등기임원,estimate
00120872,,"등기이사(사외이사, 감사위원회 위원 제외)","341,000,000",임원전체보수유형,estimate
00120872,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00120872,,감사위원회 위원,-,임원전체보수유형,estimate
00120872,,감사,"43,000,000",임원전체보수유형,estimate
01267684,-,-,-,개인별보수,exact
01267684,-,-,-,개인별보수,exact
01267684,,미등기임원,"154,000,000",미등기임원,estimate
01267684,,"등기이사(사외이사, 감사위원회 위원 제외)","398,000,000",임원전체보수유형,estimate
01267684,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01267684,,감사위원회 위원,"11,000,000",임원전체보수유형,estimate
01267684,,감사,-,임원전체보수유형,estimate
00104698,-,-,-,개인별보수,exact
00104698,,미등기임원,"144,000,000",미등기임원,estimate
00104698,,"등기이사(사외이사, 감사위원회 위원 제외)","154,000,000",임원전체보수유형,estimate
00104698,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00104698,,감사위원회 위원,"47,000,000",임원전체보수유형,estimate
00104698,,감사,-,임원전체보수유형,estimate
00122348,-,-,-,개인별보수,exact
00122348,,미등기임원,"78,000,000",미등기임원,estimate
00122348,,"등기이사(사외이사, 감사위원회 위원 제외)","176,000,000",임원전체보수유형,estimate
00122348,,사외이사(감사위원회 위원 제외),"13,000,000",임원전체보수유형,estimate
00122348,,감사위원회 위원,-,임원전체보수유형,estimate
00122348,,감사,"51,000,000",임원전체보수유형,estimate
00135777,-,-,-,개인별보수,exact
00135777,,미등기임원,"121,698,000",미등기임원,estimate
00135777,,"등기이사(사외이사, 감사위원회 위원 제외)","417,032,000",임원전체보수유형,estimate
00135777,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00135777,,감사위원회 위원,"16,989,000",임원전체보수유형,estimate
00135777,,감사,-,임원전체보수유형,estimate
00127200,변동준,회장,"932,000,000",개인별보수,exact
00127200,,미등기임원,-,미등기임원,estimate
00127200,,"등기이사(사외이사, 감사위원회 위원 제외)","325,000,000",임원전체보수유형,estimate
00127200,,사외이사(감사위원회 위원 제외),"40,000,000",임원전체보수유형,estimate
00127200,,감사위원회 위원,-,임원전체보수유형,estimate
00127200,,감사,"73,000,000",임원전체보수유형,estimate
00147222,-,-,-,개인별보수,exact
00147222,,미등기임원,"132,164,000",미등기임원,estimate
00147222,,"등기이사(사외이사, 감사위원회 위원 제외)","175,591,000",임원전체보수유형,estimate
00147222,,사외이사(감사위원회 위원 제외),"16,800,000",임원전체보수유형,estimate
00147222,,감사위원회 위원,-,임원전체보수유형,estimate
00147222,,감사,"17,300,000",임원전체보수유형,estimate
00145464,-,-,-,개인별보수,exact
00145464,,미등기임원,"91,406,000",미등기임원,estimate
00145464,,"등기이사(사외이사, 감사위원회 위원 제외)","238,684,000",임원전체보수유형,estimate
00145464,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00145464,,감사위원회 위원,"6,813,000",임원전체보수유형,estimate
00145464,,감사,-,임원전체보수유형,estimate
00109161,-,-,-,개인별보수,exact
00109161,,미등기임원,"228,036,000",미등기임원,estimate
00109161,,"등기이사(사외이사, 감사위원회 위원 제외)","250,517,000",임원전체보수유형,estimate
00109161,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00109161,,감사위원회 위원,-,임원전체보수유형,estimate
00109161,,감사,"35,961,000",임원전체보수유형,estimate
00101628,-,-,-,개인별보수,exact
00101628,-,-,-,개인별보수,exact
00101628,,미등기임원,"158,636,000",미등기임원,estimate
00101628,,"등기이사(사외이사, 감사위원회 위원 제외)","216,538,000",임원전체보수유형,estimate
00101628,,사외이사(감사위원회 위원 제외),"18,118,000",임원전체보수유형,estimate
00101628,,감사위원회 위원,-,임원전체보수유형,estimate
00101628,,감사,"40,000,000",임원전체보수유형,estimate
00823429,-,-,-,개인별보수,exact
00823429,,미등기임원,"103,000,000",미등기임원,estimate
00823429,,"등기이사(사외이사, 감사위원회 위원 제외)","111,000,000",임원전체보수유형,estimate
00823429,,사외이사(감사위원회 위원 제외),"24,000,000",임원전체보수유형,estimate
00823429,,감사위원회 위원,-,임원전체보수유형,estimate
00823429,,감사,"25,000,000",임원전체보수유형,estimate
00174004,-,-,-,개인별보수,exact
00174004,,미등기임원,"110,250,000",미등기임원,estimate
00174004,,"등기이사(사외이사, 감사위원회 위원 제외)","145,533,000",임원전체보수유형,estimate
00174004,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00174004,,감사위원회 위원,"20,000,000",임원전체보수유형,estimate
00174004,,감사,-,임원전체보수유형,estimate
00123107,-,-,-,개인별보수,exact
00123107,-,-,-,개인별보수,exact
00123107,,미등기임원,"97,716,000",미등기임원,estimate
00123107,,"등기이사(사외이사, 감사위원회 위원 제외)","170,692,000",임원전체보수유형,estimate
00123107,,사외이사(감사위원회 위원 제외),"20,670,000",임원전체보수유형,estimate
00123107,,감사위원회 위원,-,임원전체보수유형,estimate
00123107,,감사,"29,804,000",임원전체보수유형,estimate
00220561,이동훈,대표이사,"651,000,000",개인별보수,exact
00220561,,미등기임원,-,미등기임원,estimate
00220561,,"등기이사(사외이사, 감사위원회 위원 제외)","325,000,000",임원전체보수유형,estimate
00220561,,사외이사(감사위원회 위원 제외),"60,000,000",임원전체보수유형,estimate
00220561,,감사위원회 위원,-,임원전체보수유형,estimate
00220561,,감사,-,임원전체보수유형,estimate
00165343,원경희,대표이사,"1,086,000,000",개인별보수,exact
00165343,,미등기임원,"169,000,000",미등기임원,estimate
00165343,,"등기이사(사외이사, 감사위원회 위원 제외)","468,000,000",임원전체보수유형,estimate
00165343,,사외이사(감사위원회 위원 제외),"35,000,000",임원전체보수유형,estimate
00165343,,감사위원회 위원,-,임원전체보수유형,estimate
00165343,,감사,"70,000,000",임원전체보수유형,estimate
00159218,-,-,-,개인별보수,exact
00159218,,미등기임원,-,미등기임원,estimate
00159218,,"등기이사(사외이사, 감사위원회 위원 제외)","214,300,000",임원전체보수유형,estimate
00159218,,사외이사(감사위원회 위원 제외),"28,701,000",임원전체보수유형,estimate
00159218,,감사위원회 위원,-,임원전체보수유형,estimate
00159218,,감사,"179,797,000",임원전체보수유형,estimate
00101220,-,-,-,개인별보수,exact
00101220,,미등기임원,"125,000,000",미등기임원,estimate
00101220,,"등기이사(사외이사, 감사위원회 위원 제외)","314,000,000",임원전체보수유형,estimate
00101220,,사외이사(감사위원회 위원 제외),"36,000,000",임원전체보수유형,estimate
00101220,,감사위원회 위원,-,임원전체보수유형,estimate
00101220,,감사,"24,000,000",임원전체보수유형,estimate
00152686,-,-,-,개인별보수,exact
00152686,,미등기임원,"147,000,000",미등기임원,estimate
00152686,,"등기이사(사외이사, 감사위원회 위원 제외)","275,000,000",임원전체보수유형,estimate
00152686,,사외이사(감사위원회 위원 제외),"40,000,000",임원전체보수유형,estimate
00152686,,감사위원회 위원,-,임원전체보수유형,estimate
00152686,,감사,"105,000,000",임원전체보수유형,estimate
00162993,박지훈,부사장,"670,000,000",개인별보수,exact
00162993,허기호,회장,"2,550,000,000",개인별보수,exact
00162993,,미등기임원,"90,877,000",미등기임원,estimate
00162993,,"등기이사(사외이사, 감사위원회 위원 제외)","1,610,000,000",임원전체보수유형,estimate
00162993,,사외이사(감사위원회 위원 제외),"46,759,000",임원전체보수유형,estimate
00162993,,감사위원회 위원,-,임원전체보수유형,estimate
00162993,,감사,"61,700,000",임원전체보수유형,estimate
00124027,-,-,-,개인별보수,exact
00124027,-,-,-,개인별보수,exact
00124027,,미등기임원,"90,435,000",미등기임원,estimate
00124027,,"등기이사(사외이사, 감사위원회 위원 제외)","247,760,000",임원전체보수유형,estimate
00124027,,사외이사(감사위원회 위원 제외),"6,000,000",임원전체보수유형,estimate
00124027,,감사위원회 위원,-,임원전체보수유형,estimate
00124027,,감사,"36,000,000",임원전체보수유형,estimate
00145686,-,-,-,개인별보수,exact
00145686,-,-,-,개인별보수,exact
00145686,,미등기임원,"105,012,000",미등기임원,estimate
00145686,,"등기이사(사외이사, 감사위원회 위원 제외)","76,890,000",임원전체보수유형,estimate
00145686,,사외이사(감사위원회 위원 제외),0,임원전체보수유형,estimate
00145686,,감사위원회 위원,"9,600,000",임원전체보수유형,estimate
00145686,,감사,0,임원전체보수유형,estimate
00332927,홍재성,대표이사,"527,000,000",개인별보수,exact
00332927,홍종훈,부사장,"848,000,000",개인별보수,exact
00332927,,미등기임원,"136,000,000",미등기임원,estimate
00332927,,"등기이사(사외이사, 감사위원회 위원 제외)","361,000,000",임원전체보수유형,estimate
00332927,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00332927,,감사위원회 위원,"24,000,000",임원전체보수유형,estimate
00332927,,감사,-,임원전체보수유형,estimate
00398792,-,-,-,개인별보수,exact
00398792,,미등기임원,"184,000,000",미등기임원,estimate
00398792,,"등기이사(사외이사, 감사위원회 위원 제외)","309,000,000",임원전체보수유형,estimate
00398792,,사외이사(감사위원회 위원 제외),"61,000,000",임원전체보수유형,estimate
00398792,,감사위원회 위원,-,임원전체보수유형,estimate
00398792,,감사,"62,000,000",임원전체보수유형,estimate
00148920,송경자,회장,"578,000,000",개인별보수,exact
00148920,,미등기임원,"133,000,000",미등기임원,estimate
00148920,,"등기이사(사외이사, 감사위원회 위원 제외)","299,746,000",임원전체보수유형,estimate
00148920,,사외이사(감사위원회 위원 제외),"6,000,000",임원전체보수유형,estimate
00148920,,감사위원회 위원,-,임원전체보수유형,estimate
00148920,,감사,"23,187,000",임원전체보수유형,estimate
01437292,-,-,-,개인별보수,exact
01437292,-,-,-,개인별보수,exact
01437292,-,-,-,개인별보수,exact
01437292,-,-,-,개인별보수,exact
01437292,,미등기임원,-,미등기임원,estimate
01437292,,미등기임원,-,미등기임원,estimate
01437292,,"등기이사(사외이사, 감사위원회 위원 제외)","1,200,000",임원전체보수유형,estimate
01437292,,"등기이사(사외이사, 감사위원회 위원 제외)","1,200,000",임원전체보수유형,estimate
01437292,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01437292,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
01437292,,감사위원회 위원,-,임원전체보수유형,estimate
01437292,,감사위원회 위원,-,임원전체보수유형,estimate
01437292,,감사,"3,000,000",임원전체보수유형,estimate
01437292,,감사,"3,000,000",임원전체보수유형,estimate
00136864,박정빈,부회장,"936,000,000",개인별보수,exact
00136864,박정주,대표이사,"936,000,000",개인별보수,exact
00136864,,미등기임원,"154,553,000",미등기임원,estimate
00136864,,"등기이사(사외이사, 감사위원회 위원 제외)","528,319,000",임원전체보수유형,estimate
00136864,,사외이사(감사위원회 위원 제외),"12,000,000",임원전체보수유형,estimate
00136864,,감사위원회 위원,-,임원전체보수유형,estimate
00136864,,감사,"28,725,000",임원전체보수유형,estimate
00137809,-,-,-,개인별보수,exact
00137809,,미등기임원,-,미등기임원,estimate
00137809,,"등기이사(사외이사, 감사위원회 위원 제외)","493,000,000",임원전체보수유형,estimate
00137809,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00137809,,감사위원회 위원,"38,000,000",임원전체보수유형,estimate
00137809,,감사,-,임원전체보수유형,estimate
00136457,CHUNG KEVIN KYUBONG,회장,"725,000,000",개인별보수,exact
00136457,이규봉,사장,"1,062,000,000",개인별보수,exact
00136457,,미등기임원,"139,000,000",미등기임원,estimate
00136457,,"등기이사(사외이사, 감사위원회 위원 제외)","1,057,000,000",임원전체보수유형,estimate
00136457,,사외이사(감사위원회 위원 제외),-,임원전체보수유형,estimate
00136457,,감사위원회 위원,"24,000,000",임원전체보수유형,estimate
00136457,,감사,-,임원전체보수유형,estimate
00118345,서민석,회장,"564,000,000",개인별보수,exact
00118345,,미등기임원,"136,607,000",미등기임원,estimate
00118345,,"등기이사(사외이사, 감사위원회 위원 제외)","263,554,000",임원전체보수유형,estimate
00118345,,사외이사(감사위원회 위원 제외),"36,000,000",임원전체보수유형,estimate
00118345,,감사위원회 위원,-,임원전체보수유형,estimate
00118345,,감사,"165,810,000",임원전체보수유형,estimate
00121288,-,-,-,개인별보수,exact
